battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,10,0,4.8501482009887695,4.084963798522949,298.15,0.028676436135773947,0.006010252603067689,212.80515180323806,1.0,0.008610141434498633,1028.5541259499664
G1,10,1,2.660346031188965,3.998941421508789,298.15,0.011382630064141593,0.01799663179669436,2.3643703283289934,0.9399895357850404,0.012855414408078896,1660.595836735766
G1,10,2,2.660346031188965,3.889616966247559,298.15,0.010523373277860036,0.010758966007749959,6.8940751683922485,0.8131756362767888,0.015091530608114303,1961.8044086110117
G1,10,3,2.660377025604248,3.7995238304138175,298.15,0.02097390094546098,0.0009006294728554548,870.2818443678559,0.7125205436347211,0.016675342005845917,1992.9167294720005
G1,10,4,2.660353660583496,3.692577838897705,298.15,0.018104613872295845,0.00027413276918572993,1000.9466454003195,0.6069403518501812,0.028325074984165595,1999.736561142821
G1,10,5,2.660414695739746,3.606288433074951,298.15,0.017137383060558627,0.0006290179316375722,1506.7537131465556,0.5039437613256502,0.04619567458658046,1992.9282578753518
G1,10,6,2.660339832305908,3.520428419113159,298.15,0.017271398919620172,0.000562479725880452,458.9968341561823,0.4021236001178535,0.06851826359162613,1998.9156875241383
G1,10,7,2.660346031188965,3.412504911422729,298.15,0.023378027537696813,0.09563163084031312,1999.4769370172505,0.2931493133040664,0.00010295723832898316,1734.5115438114228
G1,10,8,2.660355567932129,3.115297317504883,298.15,0.03305796045981292,0.26430854427711087,1999.9757303499468,0.1956414552090943,0.010194226747752284,5.950989662363428
G1,10,9,2.6604061126708984,3.149574041366577,298.15,0.087132531411878,0.1096452393234608,1680.6474068832417,0.0822562652494265,0.4508363230411368,555.3951467170674
