battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,2,0,4.850207328796387,4.0862531661987305,298.15,0.028735568223843162,0.014748220808412388,8.671761375880976,1.0,0.008095257120778007,1257.1747146434059
G1,2,1,2.660454273223877,4.002560138702393,298.15,0.03869947402847097,0.001061892614281076,288.6120301965431,0.9413285958957084,0.01129400744492828,1957.0547307565762
G1,2,2,2.6604766845703125,3.892757654190064,298.15,0.03109518585729942,0.0001335999211009017,549.8291260423382,0.8145447286915062,0.013826464403595057,1998.4766417920762
G1,2,3,2.660149097442627,3.804811477661133,298.15,0.02885255131969073,0.0016976061257507223,721.2064957566621,0.7191916456174592,0.016735939076821242,1400.0403823211468
G1,2,4,2.6600918769836426,3.702070951461792,298.15,0.027681486530903337,0.0010781509361702211,442.6908524901943,0.6095792439605965,0.023802523747602278,1992.357722288387
G1,2,5,2.660466194152832,3.62192177772522,298.15,0.0249430735928663,0.004227414711237233,3.246236796838297,0.5120569679158726,0.040138819371805017,1999.910996016789
G1,2,6,2.6604933738708496,3.539616823196411,298.15,0.023425358229364156,0.0036030732787426306,537.0485648434131,0.4210754019022277,0.06131052177895767,1999.9350311534288
G1,2,7,2.660459518432617,3.4467384815216064,298.15,0.027290606967440796,0.002846205900443188,14.825852302132695,0.3116500468664706,0.08192523569283913,1999.0249718933053
G1,2,8,2.66042423248291,3.2071008682250977,298.15,0.03950674165986064,0.0004131705993727773,585.4199851007063,0.2194110056429376,0.19055403245611052,1998.0385286638589
G1,2,9,2.66042709350586,3.227123498916626,298.15,0.09147813923893111,0.07013077784603353,884.10124158305,0.1078448847018832,0.039249602966628536,1949.9025308686148
