battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,2,0,4.850207328796387,4.0862531661987305,298.15,0.03088289801214141,0.013551594094375766,10.686245341028723,1.0,0.006874586605321345,1579.416610199978
G1,2,1,2.660454273223877,4.002560138702393,298.15,0.031454874574858245,0.008169902480936792,562.4661986713305,0.9413285958957084,0.011027621515823155,1798.7715421198395
G1,2,2,2.6604766845703125,3.892757654190064,298.15,0.027419280072881403,0.002564424465362432,441.59874671599147,0.8145447286915062,0.015102706795751323,1820.0759765503872
G1,2,3,2.660149097442627,3.804811477661133,298.15,0.025474731031950696,0.005248660126699783,442.7744404929682,0.7191916456174592,0.015655367555054513,1638.976730228768
G1,2,4,2.6600918769836426,3.702070951461792,298.15,0.02865850308811564,7.26182427147805e-05,393.59671245411346,0.6095792439605965,0.024062501000993077,1996.4158266880022
G1,2,5,2.660466194152832,3.62192177772522,298.15,0.02685449677601015,0.0009174598895014445,638.955371559006,0.5120569679158726,0.04032203555529431,1999.2322486186538
G1,2,6,2.6604933738708496,3.539616823196411,298.15,0.013511053682853075,0.01150245872903468,7.970780386097456,0.4210754019022277,0.0630241933874407,1963.2286431478378
G1,2,7,2.660459518432617,3.4467384815216064,298.15,0.019828855112150563,0.009011079332739712,146.72589726978555,0.3116500468664706,0.08258031707950905,1996.677667853362
G1,2,8,2.66042423248291,3.2071008682250977,298.15,0.0372853673587621,0.002571855503746887,17.726102063967716,0.2194110056429376,0.1885896141762096,1999.097681032202
G1,2,9,2.66042709350586,3.227123498916626,298.15,0.09075864363282642,0.1184255697379634,1210.1669173656987,0.1078448847018832,0.02646647722576391,1331.287759709069
