battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,1,0,4.850397109985352,4.0861124992370605,298.15,0.030972666085740216,0.011084114647560326,623.0023914077116,1.0,0.0035880204645641067,1693.7451689853237
G1,1,1,2.6603264808654785,3.99930477142334,298.15,0.023518704854752534,0.010988164974825273,418.26574953850917,0.9406481297777646,0.011495760130671056,1891.8083204275983
G1,1,2,2.6602625846862797,3.890662908554077,298.15,0.013580780934846444,0.011552480527988278,22.984368964797312,0.8096210806608619,0.015014608130851679,1904.1863723996435
G1,1,3,2.6603078842163086,3.8026115894317623,298.15,0.023512281434566348,0.0016143442225123395,696.2145519102339,0.7180417934458868,0.01761717463671003,1845.6961034753988
G1,1,4,2.660313606262207,3.699557065963745,298.15,0.019996218290947818,0.003244704849616795,3.1280995090718164,0.6077136684501541,0.023825269025093094,1988.3270621376712
G1,1,5,2.660306930541992,3.6237287521362314,298.15,0.012318830162489578,0.011633079299294191,2.185383734307746,0.5089684306611363,0.03880072688965808,1999.4564817839087
G1,1,6,2.6602606773376465,3.546583652496338,298.15,0.012629488855336069,0.008610647838869633,5.628995073258983,0.4217395541597445,0.06109802466252813,1999.8664225691298
G1,1,7,2.660287857055664,3.45179295539856,298.15,0.024474308208018256,0.0015292790652911808,443.5511531693136,0.3197853388606031,0.07969416309151948,1999.7351252090532
G1,1,8,2.6602354049682617,3.233104705810547,298.15,0.03191676725283495,0.00043191127871559085,896.6327306785358,0.2228936722511492,0.17181750346356153,1998.3946870984364
G1,1,9,2.66025447845459,3.248051166534424,298.15,0.07465089754017401,0.0304447871067703,468.6326492178018,0.1151197808317211,0.1636576890962797,1677.4835608336714
