battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,6,0,4.850127696990967,4.086716175079346,298.15,0.030846489419270064,0.00043003449012006854,522.8761038127277,1.0,0.013584675723510855,505.05393717781726
G1,6,1,2.660362243652344,4.002359867095947,298.15,0.031122882839876038,0.0011623236558392608,384.32226687271003,0.9425769271906502,0.012939734668182969,1761.3547178093838
G1,6,2,2.660396099090576,3.892836809158325,298.15,0.016825048555640158,0.00690925154434666,4.726946579907349,0.8150051731143375,0.014943467286019013,1955.24771770142
G1,6,3,2.660367965698242,3.803235530853272,298.15,0.013601038754591566,0.010635543336855987,13.006672978661811,0.7193474397843381,0.017663616886709713,1973.0076522780475
G1,6,4,2.6604013442993164,3.6978976726531982,298.15,0.02058670096734684,0.0009862430464418533,331.4919100241922,0.6085605697587058,0.02638181305101276,1997.7840773331984
G1,6,5,2.660371780395508,3.616535902023315,298.15,0.013481394745953737,0.008522532176414584,27.26985452690556,0.50819368400323,0.042966744123264275,1993.3238537988332
G1,6,6,2.6603264808654785,3.529231071472168,298.15,0.016661047148260517,0.0014584952105021656,495.88960240544407,0.4147052349240093,0.06745615232186226,1998.4907862450461
G1,6,7,2.6603989601135254,3.433774709701538,298.15,0.024223779905737246,0.08520465117169668,1998.7863372392603,0.3023677341067199,0.0023476454885551744,1129.679760943972
G1,6,8,2.6604342460632324,3.1677141189575195,298.15,0.019513356852052216,0.01779491501291652,9.557590714497685,0.209741952053415,0.21460728991473982,1999.8086807593695
G1,6,9,2.6604504585266118,3.192935943603516,298.15,0.10188570753372632,0.08337372847087511,1999.7479944668275,0.0964112235215339,0.12683629740155603,1467.5070710850625
