battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,6,0,4.850127696990967,4.086716175079346,298.15,0.037905042882030456,0.00018894631542031937,853.6336268489769,1.0,0.006846783182077539,1963.5466509753398
G1,6,1,2.660362243652344,4.002359867095947,298.15,0.031735796577626686,0.013039118687810335,1403.996688153225,0.9425769271906502,0.00020375770489950733,1747.1786276989208
G1,6,2,2.660396099090576,3.892836809158325,298.15,0.016012340412971046,0.0070886420784950725,372.84076282554884,0.8150051731143375,0.01648568516062416,1609.7987533577066
G1,6,3,2.660367965698242,3.803235530853272,298.15,0.01863689389824534,0.006313132571393695,15.404227154229972,0.7193474397843381,0.01678393476551528,1985.8705587468246
G1,6,4,2.6604013442993164,3.6978976726531982,298.15,0.020982402044028837,0.0009765578440505555,27.743542737623347,0.6085605697587058,0.025978454202898592,1999.9225260325134
G1,6,5,2.660371780395508,3.616535902023315,298.15,0.011009692379006794,0.011266945820409975,1.3147250285234664,0.50819368400323,0.04291451952318439,1999.792762344773
G1,6,6,2.6603264808654785,3.529231071472168,298.15,0.0008759203035505601,0.01875588619550755,2.7447463910226397,0.4147052349240093,0.06647343209572942,1999.2667779551564
G1,6,7,2.6603989601135254,3.433774709701538,298.15,0.025795625296268197,0.00011668274978579306,1839.0459173899555,0.3023677341067199,0.08473598567918339,1999.90186413102
G1,6,8,2.6604342460632324,3.1677141189575195,298.15,0.036411218011262875,0.2191513858157228,1995.5965648953056,0.209741952053415,0.0008802787339240232,380.5462334675583
G1,6,9,2.6604504585266118,3.192935943603516,298.15,0.09368757098971328,0.04220400947692732,836.4096795471822,0.0964112235215339,0.09958235779394398,1167.1039980804628
