battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,9,0,4.850274085998535,4.085635185241699,298.15,0.03079142176595453,0.01347305006450936,403.2018345055075,1.0,0.002113841991883869,1894.3910429359696
G1,9,1,2.66018295288086,4.000560760498047,298.15,0.032587456691031,0.011915041610269366,1995.3744222184666,0.941335076525403,0.001248319908044253,1042.948533565067
G1,9,2,2.6604504585266118,3.891212224960327,298.15,0.023178943907827397,0.0001955477518512318,610.1179285401547,0.8138342883703891,0.016113987217852996,1726.6680556652595
G1,9,3,2.660483360290528,3.800962448120117,298.15,0.022245632067710908,0.0028054813151841195,89.90347537614281,0.7153015649789746,0.01665186284081955,1899.4459088062363
G1,9,4,2.6602439880371094,3.694140911102295,298.15,0.020980138830817886,0.0008965633778894898,948.8982511435089,0.6074856912855386,0.027560481287761524,1999.9302142943166
G1,9,5,2.6604719161987305,3.6104695796966553,298.15,0.020268680603400403,0.0019170053290955107,40.657216577233015,0.5054561960530234,0.045517936007482045,1997.1710777763415
G1,9,6,2.6604700088500977,3.5229952335357666,298.15,0.021227802326719003,0.0005669986333650471,433.7702098019787,0.4066480909387054,0.0661219719902969,1996.6321521999835
G1,9,7,2.66011381149292,3.4188873767852783,298.15,0.026551222900349242,0.0002988488927865159,661.828308726087,0.2952016605816284,0.09348405390903244,1995.9588803699417
G1,9,8,2.6601295471191406,3.131364583969116,298.15,0.02610241599242164,0.24491660089622722,1997.652082507113,0.1995268138534351,0.01697676063523365,10.93009460921094
G1,9,9,2.660472869873047,3.1632237434387207,298.15,0.09755132673019443,0.16061169721319182,1165.3380613803251,0.0866275665254689,0.20488987715771118,1043.423163682307
