battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,7,0,4.850240230560303,4.085561275482178,298.15,0.009645827148972122,0.03363334282429753,6.023208275877089,1.0,0.002576634361079386,1246.3594773758402
G1,7,1,2.660439968109131,4.0012640953063965,298.15,0.03179791401162564,0.0016308397484508914,932.2370286967492,0.9410588396846664,0.011391633992093239,1874.784920863166
G1,7,2,2.6604137420654297,3.892018795013428,298.15,0.011291929361495454,0.012748580976626754,14.986648405749364,0.8141878607237084,0.014667025611444732,1886.3995873585773
G1,7,3,2.660466194152832,3.802231550216675,298.15,0.02214412957870623,0.0022709907375819084,751.2677272214079,0.7173554829326246,0.01703674627295422,1950.7183270579353
G1,7,4,2.660426139831543,3.695805549621582,298.15,0.02065151404750197,0.0013144304515153111,1.7501462043014386,0.6078962759018114,0.026429584919108885,1996.2536611290282
G1,7,5,2.6604080200195312,3.6132867336273193,298.15,0.019727340871020765,0.0021562680543857895,201.5577723503007,0.5067897355797986,0.043022037127439766,1996.7144148731932
G1,7,6,2.66046142578125,3.5259053707122803,298.15,0.019405089813363384,0.0008625014880689478,266.030752224429,0.4102524237497589,0.06798758256288118,1999.6141436260523
G1,7,7,2.6604504585266118,3.4260377883911133,298.15,0.008886148610602907,0.08889326335408702,1999.6077772345589,0.2980001141582681,0.01723174138501427,7.217865495138096
G1,7,8,2.660447597503662,3.149538516998291,298.15,0.03975357478674114,0.0006208367099816322,555.3499543108825,0.204544104951666,0.23304983543517893,1999.753156952553
G1,7,9,2.6604137420654297,3.1791341304779053,298.15,0.09015408007046498,0.45170030049453436,1777.0856867005912,0.0918423360130168,0.4775545946736476,1408.238320096613
