battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,7,0,4.850240230560303,4.085561275482178,298.15,0.03618904661561513,0.007679070732482359,903.6639247592585,1.0,0.0021253296257659057,1844.9385703568817
G1,7,1,2.660439968109131,4.0012640953063965,298.15,0.03163468434565227,0.0005109323601407032,234.53988325889293,0.9410588396846664,0.012943274185946377,1538.8877416508503
G1,7,2,2.6604137420654297,3.892018795013428,298.15,0.02333926605808994,0.0008164859246665617,380.9316820439873,0.8141878607237084,0.015187731500077037,1948.9799524659657
G1,7,3,2.660466194152832,3.802231550216675,298.15,0.016078250486390472,0.008732071245253041,5.44565571174085,0.7173554829326246,0.016231409341637817,1993.555304323437
G1,7,4,2.660426139831543,3.695805549621582,298.15,0.015593269492457523,0.02729615743901344,1971.9020556388357,0.6078962759018114,0.0054993158827928565,23.873987696944585
G1,7,5,2.6604080200195312,3.6132867336273193,298.15,0.021796267238620607,0.00014231682839789046,838.9634932404348,0.5067897355797986,0.04393154758786195,1999.9786915435247
G1,7,6,2.66046142578125,3.5259053707122803,298.15,0.02062677229555206,0.00037941085312905715,756.3235005684307,0.4102524237497589,0.06565100113735932,1999.6381845905364
G1,7,7,2.6604504585266118,3.4260377883911133,298.15,0.023296592750978774,0.0009668611460137793,391.62016787777156,0.2980001141582681,0.09063504167735403,1986.4087282967307
G1,7,8,2.660447597503662,3.149538516998291,298.15,0.03763130665355711,0.005118485328715836,301.4898267584342,0.204544104951666,0.23071288395776693,1999.0769287970832
G1,7,9,2.6604137420654297,3.1791341304779053,298.15,0.0968359051993694,0.15735947675855264,1208.6399536653312,0.0918423360130168,0.2959854867187717,1788.5423304109938
