battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,5,0,4.8501739501953125,4.086352348327637,298.15,0.028412387349882353,0.013449426188423673,373.61043931665745,1.0,0.002121723644008802,1720.3627676293854
G1,5,1,2.660367965698242,4.0015482902526855,298.15,0.029004015540664566,0.0035170863799378364,5.785157162007415,0.9419531665825353,0.011586401122857514,1920.5484447840997
G1,5,2,2.6603903770446777,3.893015146255493,298.15,0.022924094609724475,0.00035394961155358923,523.8252120240719,0.8148531040462653,0.014469041548577796,1996.1108393533402
G1,5,3,2.66038179397583,3.803374767303467,298.15,0.02376402494945961,0.01653312179186468,1959.2329553694,0.7201621784629012,0.00029235086972546296,1144.8441849314067
G1,5,4,2.660464286804199,3.698409795761109,298.15,0.018926819197838868,0.0019436957768192151,722.7697342600402,0.6085481551606327,0.025946717813432787,1995.2974777623656
G1,5,5,2.660468101501465,3.6175363063812256,298.15,0.020376572271325746,0.000938583191801224,587.7116276951492,0.5089403168614113,0.04245350284785899,1993.5093947398768
G1,5,6,2.660458564758301,3.530496835708618,298.15,0.008939887389972949,0.010477556186045007,21.253565772443388,0.4161851692416373,0.06385668966344897,1994.7815107196807
G1,5,7,2.660449504852295,3.43670654296875,298.15,0.02341766263699107,0.0015272443063622078,53.72793656890812,0.3038872918318447,0.08461844657773122,1999.9606647855155
G1,5,8,2.6604561805725098,3.1747689247131348,298.15,0.018300412316234804,0.21143413166210187,1999.5849522641731,0.2118500464171868,0.018626947909724023,10.861975503410967
G1,5,9,2.6604127883911133,3.199729681015014,298.15,0.08786331612684609,0.04035129034668874,671.4770009461927,0.0986452141313127,0.26470544848815614,1456.459757132623
