battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,5,0,4.8501739501953125,4.086352348327637,298.15,0.03339318024044221,0.00041962949903194557,922.492991152456,1.0,0.0101624917404357,862.4596858220877
G1,5,1,2.660367965698242,4.0015482902526855,298.15,0.030207396552323882,0.012647205997441723,1649.0387473649162,0.9419531665825353,0.001336190415759788,1794.1929681489037
G1,5,2,2.6603903770446777,3.893015146255493,298.15,0.017573704358887155,0.00375333518680664,494.8546094081961,0.8148531040462653,0.016322148122859505,1562.7067673074403
G1,5,3,2.66038179397583,3.803374767303467,298.15,0.014048570891019163,0.00916001765833519,30.01951737539528,0.7201621784629012,0.01708760418324205,1825.528007209114
G1,5,4,2.660464286804199,3.698409795761109,298.15,0.01858756444786552,0.001966231537986142,724.8087718191936,0.6085481551606327,0.0264055330184704,1993.4415163728995
G1,5,5,2.660468101501465,3.6175363063812256,298.15,0.022239073005919964,0.0001373916054701571,179.86130823584674,0.5089403168614113,0.0409126916118072,1996.9616353489873
G1,5,6,2.660458564758301,3.530496835708618,298.15,0.01827161882931748,0.001391873945943417,653.5838683722914,0.4161851692416373,0.06619146295740386,1997.6765836941938
G1,5,7,2.660449504852295,3.43670654296875,298.15,0.025887791430680932,0.00021329493172891385,519.7959686972986,0.3038872918318447,0.08132157896930532,1995.6042168850418
G1,5,8,2.6604561805725098,3.1747689247131348,298.15,0.02132199814095686,0.014550793146875145,10.81741849823013,0.2118500464171868,0.2160067818707692,1999.9145608692543
G1,5,9,2.6604127883911133,3.199729681015014,298.15,0.08710580671969537,0.05541806380305197,617.875618553769,0.0986452141313127,0.4406337913415491,1949.4319544943603
