battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,4,0,4.850166320800781,4.085511684417725,298.15,0.02961417757309796,0.008915763375581842,563.2362617631525,1.0,0.005650630038904818,1309.4760386816972
G1,4,1,2.660416603088379,4.001287460327148,298.15,0.03004036318817567,0.0023532629265953916,303.7955823693143,0.94053147844326,0.011013223880680162,1967.691596490405
G1,4,2,2.6604137420654297,3.8924639225006095,298.15,0.01868695853270788,0.0174234040699474,757.5574996612096,0.8142839043456487,0.0008242223231526209,1982.271479767941
G1,4,3,2.66038179397583,3.8034207820892334,298.15,0.020320858492708198,0.0007935601431185478,1120.7351989668307,0.7184513232589771,0.018264511912941248,1293.666213790401
G1,4,4,2.660386562347412,3.6983296871185294,298.15,0.020296345166591373,0.0004517976158714348,1177.2648059989335,0.6084346180182549,0.02575931723697396,1998.5738242930684
G1,4,5,2.6604204177856445,3.616602897644043,298.15,0.017753133662469653,0.002285954972850982,375.310176514708,0.5093674973404174,0.04319594639483164,1996.717759658636
G1,4,6,2.660414695739746,3.5298779010772705,298.15,0.018283328487573542,0.000851435106508593,345.67653058074995,0.4148441717340787,0.06437168518608342,1996.2065786632543
G1,4,7,2.660393238067627,3.4342057704925537,298.15,0.02362255945615288,0.08594300060672501,1999.9851953852728,0.302089023323924,0.00011198662929236378,1370.5281702263785
G1,4,8,2.660399913787842,3.17233943939209,298.15,0.037009945930283034,0.0009709701426089392,703.631903842289,0.2101151034960523,0.20990009070995252,1996.2851564146647
G1,4,9,2.660344123840332,3.19742202758789,298.15,0.0857206367088231,0.1428676489898115,561.140940808984,0.0978723402343655,0.00047821125233979585,217.9688489313143
