battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,8,0,4.85017204284668,4.086205959320068,298.15,0.032568174496712045,0.006369108823748914,738.5613210659895,1.0,0.007274523129367659,962.4635908534731
G1,8,1,2.660430431365967,3.996828317642212,298.15,0.029279105505139194,0.0031530884684167933,351.070291993462,0.9414841310083812,0.014124551128901383,1763.5247406736048
G1,8,2,2.66042709350586,3.888382911682129,298.15,0.01819253124688283,0.0060185856353259255,41.673348015938245,0.8105094841638095,0.01569475980548543,1870.4900618859565
G1,8,3,2.66046142578125,3.797024965286255,298.15,0.016955230653435963,0.007376748689151935,340.57673023169764,0.7123135793445746,0.018102779580347787,1817.9555758701997
G1,8,4,2.660405158996582,3.691231489181519,298.15,0.02191224778894173,7.947348910051144e-06,497.7107943038887,0.6033274106758119,0.028790628259643035,1997.2869924908146
G1,8,5,2.6605019569396973,3.608339071273804,298.15,0.020229910129497722,0.0009665106449698244,653.1582279863297,0.5020366285073126,0.04642086526424606,1978.4817760489336
G1,8,6,2.660482406616211,3.5175468921661377,298.15,0.021737719463409425,0.00027006428342488933,807.5646236816248,0.404461817137263,0.06976918601660097,1997.6119408694858
G1,8,7,2.6604504585266118,3.397033214569092,298.15,0.014733021547446755,0.011964679975143926,4.884461162022471,0.2894318445116964,0.1038632240465767,1999.886507959847
G1,8,8,2.660435199737549,3.1201655864715576,298.15,0.041906715628477975,0.005293162026590352,11.264841598555734,0.1854645063417417,0.2494463541033568,1999.6575029472403
G1,8,9,2.6604905128479004,3.1516706943511963,298.15,0.0675145453166255,0.49057271065946123,625.5189849031083,0.0829453507615754,0.13089922063632972,1907.328318555721
