battery_label,cycle,pulse_number,current,voltage,temperature,r0,r1,c1,SoC,r2,c2
G1,3,0,4.850136756896973,4.0866780281066895,298.15,0.027235315859621054,0.014041482189451034,454.82418250593923,1.0,0.001615689409187551,1911.3350429362513
G1,3,1,2.660398006439209,3.999833106994629,298.15,0.03126437489627312,0.01173740627482348,1997.0184751399656,0.9418948409152827,0.0004686592186610144,1819.321939149944
G1,3,2,2.660408973693848,3.889019250869751,298.15,0.011941455075939637,0.010208243717155566,8.066336476139904,0.81069592178287,0.014911317044892366,1990.2976148180974
G1,3,3,2.660431385040283,3.7996985912323,298.15,0.02086560747390749,0.0024513332208404167,384.9379480248995,0.7147356010196643,0.016392924550763348,1927.493499869857
G1,3,4,2.660426139831543,3.6961653232574463,298.15,0.01508585561160585,0.005421800488491405,51.22980663393174,0.6037617762329951,0.025290442680300132,1999.0692989470626
G1,3,5,2.660403251647949,3.616670608520508,298.15,0.015563016860037221,0.003996204968840326,120.95791547322814,0.5057502713740398,0.043282095518163116,1999.16411134271
G1,3,6,2.6603903770446777,3.5300300121307373,298.15,0.017521058360639066,0.000999936418341828,617.0958107384105,0.4141313626475905,0.06400272907933584,1998.7147751143746
G1,3,7,2.6604127883911133,3.436451911926269,298.15,0.024305189161478346,0.0006173071324946147,585.581801719789,0.3006888099487624,0.08145951574793477,1997.5124928998155
G1,3,8,2.660408973693848,3.168203592300415,298.15,0.018395344513418177,0.2194590117853372,1999.6102578110524,0.2111673133985555,0.016825169446940118,6.609108029589141
G1,3,9,2.660431385040283,3.190825223922729,298.15,0.10170215054838844,0.2493159547549352,1762.6096954466052,0.0958080087430023,0.039877703230745715,1920.4177142886522
